Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Dunedin 8,Andersons Bay,"Edgar Centre, 116 Portsmouth Drive",22,0,2,32,0,171,0,70,0,8,0,0,2,0,0,5,0,312,2
Dunedin 8,Brockville,"Brockville School, 263 Brockville Road",7,1,0,11,0,209,0,16,2,4,1,0,0,1,0,3,0,255,4
Dunedin 8,Caversham,"Carisbrook School, 217 South Road",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,12,0
Dunedin 8,,"Caversham Presbyterian Church Hall, 61 Thorn Street",21,2,0,28,0,242,1,49,6,17,0,1,0,0,0,3,0,370,1
Dunedin 8,,"Pacific Otago Trust, 350 South Road",0,0,0,3,0,17,0,2,0,3,0,0,0,0,0,0,0,25,0
Dunedin 8,,"Te Kāika Caversham, 25 College Street",3,1,0,6,0,33,1,4,0,2,0,0,0,0,0,3,0,53,0
Dunedin 8,Dunedin,"All Saints Church Hall, 786 Cumberland Street",4,0,0,7,0,39,2,7,0,1,0,0,0,0,0,1,0,61,2
Dunedin 8,,"Dunedin Hospital, Octagonal Room, 1st Floor, 201 Great King Street",3,1,0,17,0,87,0,17,0,4,0,0,1,1,0,0,0,131,1
Dunedin 8,,"George Street Normal School Hall, 989 George Street",10,3,0,25,0,101,0,13,0,2,0,0,2,0,0,4,0,160,0
Dunedin 8,,"Knox Church Hall, 453 George Street",28,1,0,116,0,279,0,66,3,11,0,1,1,0,0,19,0,525,0
Dunedin 8,,"Meridian Mall (ex Factorie Shop), 285 George Street",213,16,11,777,0,2834,10,658,45,75,2,4,5,6,0,144,0,4800,13
Dunedin 8,,"Municipal Chambers, The Octagon",129,11,6,541,0,1476,2,302,27,55,3,6,3,0,0,40,1,2602,6
Dunedin 8,,"Otago Polytechnic, The Hub, 95 Forth Street (corner Forth Street & Union Street East)",27,6,1,230,0,504,1,85,4,5,0,2,1,1,0,35,0,902,0
Dunedin 8,,"Scenic Hotel Southern Cross (off Princes Street), Cargill Room, 118 High Street",110,11,0,367,0,956,8,250,10,32,2,2,5,1,1,64,0,1819,4
