Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Rangitīkei 41,Non-place,Rest Homes Team - Taken in Palmerston North,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,7,0
Rangitīkei 41,Ashhurst,"River Church, 131 Cambridge Avenue",137,12,5,87,2,695,2,322,63,51,1,2,1,0,0,19,0,1399,7
Rangitīkei 41,,"Village Valley Community Centre, Corner Winchester & Guildford Streets",11,0,0,10,0,64,0,28,6,3,0,0,0,0,0,0,0,122,0
Rangitīkei 41,Bulls,"Clifton School, 3 Clifton Street",52,2,2,15,0,185,3,97,3,12,0,0,1,0,0,14,0,386,1
Rangitīkei 41,,"The Father's House, 28 Criterion Street",8,1,0,6,0,70,0,27,2,15,0,1,0,0,0,2,0,132,0
Rangitīkei 41,Colyton,"Colyton School, 421 Colyton Road",7,1,0,0,0,32,0,26,2,3,0,0,0,0,0,0,0,71,0
Rangitīkei 41,Feilding,"Feilding Civic Centre, 84 Aorangi St",727,40,15,224,0,3111,18,1938,136,199,2,17,1,1,0,68,3,6500,41
Rangitīkei 41,,"Lytton Street School, Corner Lytton & Monmouth Streets",43,4,1,16,0,248,0,83,6,12,0,2,0,0,0,1,0,416,2
Rangitīkei 41,,"Manchester Street School, 160 Manchester Street",42,3,2,9,0,176,1,104,7,6,0,0,0,0,0,5,0,355,2
Rangitīkei 41,,"North Street School, 52 North Street",36,2,1,18,0,180,1,74,5,7,0,2,0,0,0,2,0,328,3
Rangitīkei 41,Foxton,"Foxton Primary School Hall, 5 Park Street",2,0,0,2,0,9,0,2,0,0,0,0,0,0,0,0,0,15,0
Rangitīkei 41,,"Te Awahou Nieuwe Stroom, 92 Main Street",7,0,0,1,0,37,0,9,0,4,0,0,0,0,0,0,0,58,0
Rangitīkei 41,,"Te Waiora Community Health Services, 10 Ladys Mile",5,0,0,4,0,20,0,12,0,2,0,0,0,0,0,0,0,43,0
Rangitīkei 41,Highbury,"St Michael's Church Hall, 52 Pembroke Street",8,0,0,0,0,33,1,4,3,3,0,0,0,0,0,0,0,52,1
Rangitīkei 41,Hunterville,"Hunterville Consolidated School, 33 Bruce Street",16,0,2,2,0,44,1,46,2,6,0,1,0,0,0,0,0,120,1
Rangitīkei 41,Kairanga,"Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road",4,0,0,2,0,20,0,24,0,1,0,0,0,0,0,0,0,51,0
Rangitīkei 41,Kelvin Grove,"Cornerstone Christian School, Administration Building, 119 Mihaere Drive",2,0,0,1,0,16,0,7,1,1,0,0,0,0,0,0,0,28,0
Rangitīkei 41,Levin,"Horowhenua District Council, 126 Oxford Street",2,0,0,3,0,14,0,4,0,0,0,1,0,0,0,0,0,24,0
Rangitīkei 41,,"Te Takeretanga o Kura-hau-pō (Levin Public Library), 10 Bath Street",2,0,1,1,0,32,0,10,0,2,0,0,0,0,0,0,0,48,0
Rangitīkei 41,Linton,"Linton Camp School, Puttick Road",17,1,1,16,0,67,1,29,0,11,0,2,0,0,0,9,0,154,0
Rangitīkei 41,Longburn,"Longburn Community Hall, Ngaire St",10,1,0,2,0,29,0,32,1,1,0,0,0,0,0,0,0,76,1
Rangitīkei 41,Marton,"St Andrew's Presbyterian Church Hall, 226 Broadway",279,25,8,79,1,1374,10,755,64,97,3,24,5,0,1,13,0,2738,12
Rangitīkei 41,Milson,"Milson School Hall, 7 Rutland Place",0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,15,0
Rangitīkei 41,,"St Peter's College, 3 Holdsworth Avenue",0,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0,0,12,0
Rangitīkei 41,National Park,"National Park School Hall, 31 Carroll Street",3,2,0,6,0,17,0,8,0,1,1,0,0,0,0,0,0,38,0
Rangitīkei 41,Newbury,"Newbury School, 906 Rangitikei Line",12,0,0,4,0,29,0,25,0,3,0,0,0,0,0,1,0,74,2
Rangitīkei 41,Ohakune,"Ohakune Council Chambers, 37 Ayr St",91,5,5,63,0,267,7,177,5,24,1,2,0,1,0,24,0,672,5
Rangitīkei 41,,"Ohakune Primary School Hall, 52 Arawa Street",8,0,1,6,0,33,0,20,1,2,0,0,0,0,0,1,0,72,0
Rangitīkei 41,,"Te Pae Tata Community Hub, 43A Ruapehu Rd",2,1,0,3,0,21,0,8,0,1,0,0,0,0,0,1,0,37,0
Rangitīkei 41,Palmerston North,"AMP Building, 36 Broadway Avenue",39,5,2,35,0,165,0,129,9,3,0,0,0,0,0,10,0,397,1
Rangitīkei 41,,"Central Normal School Hall, 201 Featherston Street",5,0,0,1,0,9,1,11,1,0,0,0,0,0,0,0,0,28,0
Rangitīkei 41,,"Cloverlea School Hall, 55 Herbert Avenue",5,0,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,14,0
Rangitīkei 41,,"Hearing Association Manawatu, 435 Church Street",28,1,0,11,0,93,0,65,5,2,1,1,0,0,0,8,0,215,0
Rangitīkei 41,,"MUSA Student Centre Lounge, Massey University Concourse, University Drive",26,0,1,58,0,156,3,62,6,6,0,0,0,0,0,11,0,329,1
Rangitīkei 41,,"Palmerston North Bridge Club, 3 Cook Street",25,0,0,14,0,75,0,72,1,3,0,0,0,0,0,2,0,192,2
Rangitīkei 41,,"Palmerston North Girls' High School, Huia Centre, 3 Huia Street",5,0,0,2,0,15,0,13,0,1,0,0,0,0,0,0,0,36,0
Rangitīkei 41,,"Summerhill Shopping Centre, Unit 2.8, 194 Ruapehu Drive",246,13,5,183,0,1026,8,704,54,40,1,3,0,2,0,39,0,2324,5
