Party and Electorate Candidate Votes Recorded at each Voting Place
Rongotai 43,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
,"Kilbirnie/Lyall Bay Community Centre, 56-58 Bay Road",9,1,0,51,0,130,1,42,3,13,0,0,0,0,0,13,0,263,1
,"St Patrick's College Staff Room, 581 Evans Bay Parade",8,2,0,14,0,38,3,14,2,4,0,0,0,0,0,2,0,87,1
,"Wellington Islamic Centre, 7-11 Queens Drive",4,1,0,53,0,71,0,10,0,1,0,0,0,0,0,6,0,146,0
Kingston,"Capital Montessori School, Kahikatea Room, 14 Camrose Grove",6,1,0,17,0,64,0,14,0,8,0,0,0,0,0,3,0,113,1
Lower Hutt,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",0,0,0,2,0,5,0,10,1,0,0,0,0,0,0,1,0,19,0
Lyall Bay,"Lyall Bay School Hall, 2 Freyberg Street",34,1,1,84,0,242,3,59,3,12,0,0,0,0,0,20,1,460,0
Miramar,"Gateway Baptist Church, 33 Park Road",9,0,1,20,0,78,3,30,1,6,0,3,0,0,0,4,0,155,1
,"Miramar and Maupuia Community Centre, 27 Chelsea Street",24,3,2,35,0,232,4,109,3,12,0,2,0,0,0,15,0,441,3
,"Miramar Central School Hall, 38 Park Road",36,2,0,55,0,237,1,89,2,14,1,0,0,0,0,10,0,447,1
,"Miramar Christian School, Room One, 41 Camperdown Road",17,2,1,30,0,136,1,50,1,4,0,0,0,0,0,8,0,250,0
,"Miramar Playcentre, 23 Crawford Green",7,0,0,22,0,84,0,30,0,3,0,0,0,0,0,4,0,150,1
,"Miramar Uniting Church, 56 Hobart Street",8,0,0,18,0,53,0,23,1,4,0,0,0,0,0,2,0,109,0
Mornington,"Ridgway School Hall, 120 Mornington Road",5,0,0,33,0,73,1,17,1,7,0,0,0,0,0,6,0,143,1
,"Vogelmorn Hall, 13 Vennell Street",3,0,0,53,0,55,0,8,2,3,0,0,0,0,0,5,0,129,0
Mt Cook,"Mount Cook School, 160 Tory Street",2,0,0,8,0,6,1,4,0,0,0,0,0,0,0,0,0,21,0
,"St Paul's Lutheran Church, 12 King Street",1,0,1,10,0,15,0,4,0,2,0,0,0,0,0,2,0,35,0
,"Wellington High School Cafe, 249 Taranaki Street",0,0,0,7,0,10,0,1,0,0,0,0,0,0,0,0,0,18,0
Mt Victoria,"Clyde Quay School, 27 Elizabeth Street",3,0,0,10,0,5,0,3,0,5,0,0,0,0,0,3,0,29,0
,"St Joseph's Church, Bill Pearce Room, 154-156 Brougham Street",1,1,0,4,0,8,0,1,0,1,0,0,0,0,0,0,0,16,0
Newtown,"Newtown Community Hall, 71 Daniell Street",6,0,0,60,0,82,0,16,1,6,0,0,0,1,0,8,1,181,1
,"Newtown School Hall, Corner Riddiford & Mein Streets",8,1,0,130,0,142,2,31,2,1,0,0,0,2,0,7,0,326,4
,"Pop Up Voting Place, 199 Riddiford Street, next to New World",12,1,0,78,0,176,4,34,1,6,0,0,0,0,0,18,0,330,7
,"Te Whaea: National Dance and Drama Centre, 11 Hutchison Road",4,0,0,29,0,47,0,10,0,5,0,0,0,0,0,2,0,97,0
,"Wellington Chinese Baptist Church Hall, 24 Donald McLean Street",1,1,0,42,0,52,4,22,1,4,0,0,0,0,0,1,2,130,0
Ōwhiro Bay,"Owhiro Bay School Hall, 100 Happy Valley Road",7,2,1,62,0,138,2,29,2,12,0,0,0,0,0,16,0,271,1
Petone,"Petone Central School, 16 Britannia Street",0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,6,0
Porirua,"North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road",1,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,10,0
Rongotai,"Rongotai College Hall, 170 Coutts Street",11,0,0,33,0,147,0,64,3,8,0,0,0,0,0,9,0,275,1
Roseneath,"Roseneath School Hall, 13 Maida Vale Road",14,1,0,40,0,75,1,63,0,1,0,0,0,0,0,11,0,206,0
Seatoun,"Seatoun School Hall, 59 Burnham Street",48,0,0,32,0,162,0,108,2,6,0,0,0,1,0,5,0,364,3
,"Seatoun Village Hall, 26A Forres Street",27,1,0,31,0,133,0,97,2,8,0,0,0,0,0,3,0,302,3
Strathmore Park,"Kahurangi School Hall, 43 Strathmore Avenue",13,1,0,26,0,124,1,55,0,10,0,0,0,0,0,6,0,236,3
,"Raukawa Community Centre, 63 Raukawa Street",0,0,0,5,0,38,1,2,0,0,0,0,0,0,0,2,0,48,0
,"Strathmore Park Community Centre, 108 Strathmore Avenue",4,0,0,17,0,82,0,15,1,5,0,1,0,1,0,2,2,130,2
