Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tonga 71,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
Banks Peninsula
Parklands,"Parklands Library, Next to Parklands Mall, 46 Queenspark Drive",4,0,3,2,0,80,2,5,1,6,0,0,0,0,0,0,0,103,1
Richmond,"Corner Stanmore & North Avon Road (previous Chemist), 72 North Avon Road",3,2,2,12,0,64,11,5,0,5,0,0,0,0,0,2,0,106,2
,"The Palms Mall - Shop (beside Food Court), Corner Marshland & New Brighton Roads",9,2,4,22,0,239,34,12,8,7,0,0,0,1,0,5,5,348,4
Dunedin
Andersons Bay,"Edgar Centre, 116 Portsmouth Drive",0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,14,0
Brockville,"Brockville School, 263 Brockville Road",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
,"Dunedin Hospital, Octagonal Room, 1st Floor, 201 Great King Street",0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0
,"Knox Church Hall, 453 George Street",0,0,0,5,0,9,1,1,0,0,0,0,0,0,0,0,0,16,1
,"Meridian Mall (ex Factorie Shop), 285 George Street",5,3,5,54,0,161,10,7,1,5,0,0,1,0,0,7,0,259,2
,"Municipal Chambers, The Octagon",0,1,2,23,0,51,7,4,0,2,0,0,0,0,0,2,0,92,1
,"Otago Polytechnic, The Hub, 95 Forth Street (corner Forth Street & Union Street East)",1,0,1,17,0,29,6,4,0,0,0,0,0,0,0,1,0,59,0
,"Scenic Hotel Southern Cross (off Princes Street), Cargill Room, 118 High Street",2,0,1,12,0,48,1,2,0,0,0,2,0,0,0,0,0,68,0
,"Te Hou Ora Whānau Services, 78 Carroll Street",0,0,0,6,0,9,0,0,0,2,0,0,0,0,0,0,0,17,0
,"Te Huka Mātauraka Māori Centre, 519 Castle Street North",0,0,0,7,0,8,6,0,0,0,0,0,0,0,0,0,0,21,0
,"University of Otago, ISB Link East, 660 Cumberland Street",8,2,0,114,0,107,23,8,0,0,0,0,2,0,0,10,0,274,0
,"University of Otago, St David's Complex, St David Street",0,1,0,30,0,38,8,7,0,0,0,0,0,0,0,7,0,91,0
,"University of Otago, Unipol, University Plaza Building One, 130 Anzac Avenue",1,0,0,5,0,18,2,4,0,0,0,0,0,0,0,2,0,32,0
Kaikorai,"Kaikorai Presbyterian Church Hall, 127 Taieri Road",0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0
Maori Hill,"Balmacewen Bowling Club, 31 Balmacewen Road",2,0,0,3,0,8,0,1,0,1,0,0,0,0,0,0,0,15,0
Mornington,"Mornington School Hall, 34 Elgin Road",0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,1
North East Valley,"Dunedin North Intermediate School, Design Lobby, 34 North Road",1,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1,0,11,0
Port Chalmers,"Port Chalmers Town Hall, 1 Grey Street",0,0,0,3,0,22,1,1,0,3,0,0,0,0,0,1,0,31,1
Waikouaiti,"Waikouaiti Church Hall, 10 Kildare Street",0,0,0,4,0,8,0,1,0,1,0,0,0,0,0,0,0,14,0
Wakari,"Wakari School Hall, 150 Helensburgh Road",0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,0
Hutt South
Boulcott,"Boulcott School, 21 Boulcott Street",0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,6,0
,"Knox Presbyterian Church Hall, 574 High Street",0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1
Eastbourne,"Eastbourne Library, 38 Rimu Street",2,0,0,7,0,3,2,1,0,0,0,0,0,0,0,0,0,15,0
Epuni,"Epuni School Hall, 313 Waiwhetu Road",0,0,0,1,0,8,2,0,0,0,0,1,0,0,0,1,0,13,0
Hutt Central,"St James Anglican Church Hall, 71 Woburn Road",0,0,0,2,0,16,5,2,0,4,0,0,0,0,0,1,0,30,1
Korokoro,"Korokoro School Hall, 79 Korokoro Road",0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,7,0
