Party and Electorate Candidate Votes Recorded at each Voting Place
Mana 20,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
,"Kapiti Primary School Hall, Corner Kapiti & Rimu Roads",1,0,0,3,0,21,0,8,0,2,0,0,0,0,0,0,0,35,0
,"Kapiti Youth Support, 15 Tutanekai Street",0,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,21,0
,"Paraparaumu School Hall, 11 Ruapehu Street",10,0,0,22,0,103,1,35,3,1,0,0,1,0,0,2,0,178,0
,"St Paul's Anglican Church, 1 Langdale Avenue",33,1,2,57,0,220,1,94,5,13,0,1,0,0,0,3,0,430,2
Paraparaumu Beach,"Ocean Road Community Centre, 45 Ocean Road",0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,13,0
Paremata,"Paremata School Hall, 43 Paremata Crescent",31,0,1,30,0,123,0,46,0,4,0,1,0,0,0,5,0,241,0
Pāuatahanui Village,"Pāuatahanui School Hall, 12 Paekākāriki Hill Road",16,1,0,22,0,87,0,73,0,4,0,0,0,0,0,2,0,205,0
Petone,"Petone Library and Heritage Centre, 7 Britannia Street",3,0,0,2,0,13,0,4,0,1,0,0,0,0,0,0,0,23,0
,"Petone Working Men's Club, 47 Udy Street",0,0,0,2,0,7,0,3,0,0,0,0,0,0,0,0,0,12,0
Plimmerton,"Plimmerton School Hall, 11 School Road",22,1,0,46,0,208,1,53,4,7,0,0,0,1,0,10,0,353,1
Porirua,"City Hub, 7 Serlby Place, Cobham Court",17,2,2,21,0,214,2,44,2,5,1,3,0,0,0,12,0,325,5
,"North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road",497,53,18,704,0,6030,61,1804,93,210,8,70,0,7,1,142,7,9705,71
