Party and Electorate Candidate Votes Recorded at each Voting Place
Te Tai Tokerau 70,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
East Coast Bays
Bayswater,"Bayswater School, 181 Bayswater Avenue",0,0,0,6,0,13,3,0,0,1,0,0,0,0,0,1,0,24,0
Belmont,"Belmont Intermediate School, 10 Winscombe Street (Gate 2)",0,0,1,0,0,6,1,1,0,2,0,0,0,0,0,0,0,11,0
Campbells Bay,"Campbells Bay School, 77 Aberdeen Road",2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0
Castor Bay,"Milford Bowling Club, 20 Commodore Parry Road",2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6,0
Devonport,"Devonport Community House, 32 Clarence Street",0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,0,15,0
Forrest Hill,"Forrest Hill Presbyterian Church Hall, 151 Forrest Hill Road",0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,6,0
,"Westlake Boys High School, 30 Forrest Hill Road",0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,6,0
Hauraki,"Hauraki School, 82 Jutland Road",0,1,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0,11,0
,"Takapuna Bible Chapel Hall, 13 Jutland Road",0,0,0,2,0,6,1,1,0,1,0,0,0,0,0,1,0,12,0
Milford,"Milford Baptist Church Hall, 3 Dodson Avenue",0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,6,0
,"Milford School, 34 Shakespeare Road",1,1,0,1,0,6,1,3,0,0,0,0,0,0,0,1,0,14,0
Narrow Neck,"Vauxhall School, Morrison Avenue",0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,7,0
Sunnynook,"Sunnynook Baptist Church, 138 Sunnynook Road",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,1
,"Sunnynook School, 27 Lyford Crescent",0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,6,0
,"Wairau Intermediate School, 113 Becroft Drive",0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,11,0
,"Takapuna School, 23 Auburn Street (access from Anzac Street entrance)",0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,7,0
,"Takapuna War Memorial Hall, 7 The Strand",0,0,0,3,0,5,1,1,0,0,0,0,0,0,0,1,1,12,0
Northcote
Beach Haven,"Beach Haven Primary School, 50 Tramway Road",0,0,0,0,0,10,1,1,0,1,0,0,0,0,0,2,0,15,0
,"Maria Assumpta Parish Hall, 198 Beach Haven Road",1,0,1,2,0,12,4,0,0,1,0,1,0,0,0,1,0,23,0
,"The Beach Haven Hall, 336 Rangatira Road",1,0,0,0,0,12,1,1,0,1,0,0,0,0,0,0,0,16,0
Birkdale,"Birkdale Intermediate School, 200 Birkdale Road",0,1,0,4,0,19,4,0,0,0,0,1,0,0,0,1,0,30,0
,"Birkdale North School, 213 Birkdale Road",1,0,0,0,0,10,2,1,0,1,0,0,0,0,0,0,0,15,0
,"Birkenhead Baptist Church Hall, 25 Birkdale Road",0,1,0,3,0,7,4,0,0,0,0,0,0,0,0,0,0,15,0
,"Birkenhead Primary School, 77 Mokoia Road",0,0,0,3,0,7,2,0,0,2,0,0,0,0,0,1,0,15,0
,"Zion Hill Methodist Church Hall, Corner Onewa Road & Birkenhead Avenue",1,0,0,1,0,3,0,3,0,1,0,0,0,0,0,0,0,9,0
