Party and Electorate Candidate Votes Recorded at each Voting Place
Tukituki 54,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
Ashley Clinton,"Sherwood Hall, 358 Makaretu Road",10,0,0,8,0,21,0,50,2,3,1,0,0,0,0,0,0,95,1
Bridge Pa,"Bridge Pa School, 1642 Maraekakaho Road",25,0,1,6,0,55,0,87,3,4,0,0,0,0,0,5,0,186,1
Camberley,"Camberley Community Centre, 703 Kiwi Street",3,2,2,2,0,43,3,8,1,0,0,0,0,0,0,1,0,65,3
Clive,"Clive Community Hall, 162 Main Road",42,4,4,22,0,171,1,106,1,12,0,1,0,0,0,7,0,371,4
Elsthorpe,"Elsthorpe School, 25 Kenderdine Road",13,2,1,10,0,36,0,64,0,2,0,0,0,0,0,0,0,128,2
Flaxmere,"Cook Island Community Centre, 7 Swansea Road",5,0,2,3,0,76,1,8,0,2,0,2,0,0,0,0,0,99,2
,"Flaxmere Christian Fellowship Church, 220 Flaxmere Avenue",3,8,2,4,0,82,1,10,7,4,0,4,0,0,0,1,1,127,1
,"Flaxmere Community Centre, 30 Swansea Road",4,2,1,4,0,108,6,21,5,4,0,4,0,0,0,1,0,160,3
,"Flaxmere Primary School Hall, 12 Whitby Crescent",9,1,1,2,1,96,4,20,6,6,0,0,0,0,0,0,0,146,0
,"Irongate School, 16 Walton Way",3,1,1,1,0,74,1,3,3,3,0,0,1,0,0,0,0,91,0
Frimley,"Frimley School, 202 Frimley Road",53,5,3,11,0,326,2,247,23,12,0,0,0,1,0,5,0,688,4
Hastings City,"St John Ambulance Hall, 107 Southland Road",25,4,2,14,0,162,2,76,19,11,0,2,0,0,0,0,0,317,3
Haumoana,"Haumoana School Hall, 7 Raymond Road",36,7,1,23,0,115,3,74,4,4,0,1,0,0,0,0,0,268,1
Havelock North,"Havelock North Bridge Club, 51 Brookvale Road",44,0,1,8,0,131,0,135,5,8,1,2,0,0,0,8,0,343,2
,"Havelock North Function Centre, 30 Te Mata Road",90,7,2,38,0,263,1,289,5,19,0,1,0,0,0,16,0,731,6
,"Havelock North High School, 177 Te Mata Road",41,3,1,25,1,159,2,178,6,15,1,0,0,0,0,5,0,437,2
,"Havelock North Primary School, 9 Campbell Street",57,0,1,21,0,131,1,179,5,12,0,1,1,0,0,8,0,417,1
,"Lucknow School, 42 Elliott Crescent",38,1,2,18,0,122,0,107,8,10,0,1,0,0,0,3,0,310,1
,"Redemption Point Church, 22 Napier Road",13,0,0,5,1,31,0,36,7,1,0,1,1,0,0,1,0,97,0
Kereru,"Kereru School, 2306 Kereru Road",15,2,0,4,0,8,0,28,4,1,0,0,0,0,0,1,0,63,0
Mahora,"Aubyn Live Theatre, 815 St Aubyn Street West",21,6,1,11,0,157,0,65,10,5,1,0,0,1,0,3,0,281,1
,"St John's Presbyterian Church, Jireh Hall, 608 Frederick Street",46,8,2,30,0,345,8,164,16,16,3,0,0,0,0,6,0,644,0
Mangateretere,"Mangateretere School, 314 State Highway 2",16,1,1,2,0,29,0,40,2,4,0,1,0,0,0,1,0,97,2
Maraekakaho,"Maraekakaho School, 68 Kereru Road",39,5,0,15,0,74,0,109,6,7,0,1,0,0,0,4,0,260,1
Marewa,"Marewa Shopping Centre, 126 Kennedy Road",3,0,0,1,0,8,0,2,0,1,0,0,0,0,0,0,0,15,0
Mayfair,"Karamu High School Hall, 1036 Windsor Avenue",38,2,1,22,0,199,3,120,12,12,0,0,1,0,0,3,0,413,1
,"Mayfair School, 1110 Willowpark Road North",23,17,1,15,0,294,2,106,15,10,0,0,0,0,0,2,0,485,4
Napier,"Napier City Shopping Centre, 1/1 Dickens St",2,0,0,0,0,12,0,7,1,0,0,0,0,0,0,0,0,22,0
Omahu,"Omahu School, 22 Taihape Road",16,1,0,3,0,42,1,51,2,3,0,1,0,0,0,0,0,120,0
Omakere,"Omakere School, 46 Long Range Road",7,0,0,1,0,9,0,13,0,0,0,0,0,0,0,0,0,30,0
Ongaonga,"Ongaonga School, 51 Mill Street",32,0,1,9,0,54,0,52,3,5,0,0,0,1,0,0,0,157,0
Ōtāne,"Otane Hall, 27 Higginson Street",36,3,0,9,0,76,1,73,3,4,0,2,0,0,0,6,0,213,0
Pakipaki,"Pakipaki School, 314 Pakipaki Road",16,1,1,1,0,37,0,60,0,1,0,0,0,0,0,0,0,117,0
Pakowhai,"Pakowhai School, 25 Chesterhope Road",19,1,0,3,0,44,0,68,3,6,0,0,0,0,0,0,0,144,0
Parkvale,"Gordon Black Hall, 912 Queen Street East",20,1,0,12,0,140,1,85,8,17,0,0,1,0,0,3,0,288,0
Poukawa,"Poukawa School, 107 Poukawa Road",13,2,0,6,0,19,0,49,1,7,0,0,0,0,0,1,0,98,0
Pukahu,"Riverbend Bible Church, 354 Te Aute Road",20,4,1,2,0,24,0,57,8,2,0,0,0,0,0,0,0,118,0
Pukehamoamoa,"Pukehamoamoa School, 11 Matapiro Road",44,3,0,11,0,56,0,114,2,4,1,3,0,0,0,0,0,238,0
Pukehou,"Pukehou School, 174 State Highway 2",9,1,0,12,0,27,1,29,0,4,0,1,0,0,0,0,0,84,0
Puketapu,"Puketapu School, 708 Puketapu Road",9,0,0,0,0,11,0,36,1,1,0,0,0,0,0,0,0,58,0
Raukawa,"Raukawa Hall, 1403 Raukawa Road",17,0,0,7,0,22,0,31,3,0,0,0,0,0,0,1,0,81,0
Raureka,"Ebbett Park School Hall, 600 Oliphant Road",14,4,1,8,0,121,1,55,6,6,0,0,0,0,0,5,0,221,2
,"Raureka School Hall, 916 Gordon Road",27,5,3,6,0,207,3,102,14,16,0,2,0,1,0,4,1,391,3
Sherenden,"Sherenden School, 2129 Taihape Road",22,0,0,3,0,28,0,56,4,3,0,1,0,0,0,2,0,119,1
Springhill,"Springhill Community Hall, 1017 Wakarara Road",6,1,0,5,0,17,0,23,1,0,0,0,0,0,0,0,0,53,1
Takapau,"Takapau School Hall, Nancy Street",1,0,1,1,0,9,0,16,0,1,0,0,0,0,0,0,0,29,0
Taradale,"All Saints Church, 23 Puketapu Road",2,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,19,0
,"Bledisloe School, 30a Meeanee Road",2,0,0,1,0,2,0,3,0,0,0,0,0,0,0,2,0,10,0
,"Taradale Shopping Centre, 264 Gloucester St",3,0,0,1,0,11,0,17,0,1,0,0,0,0,0,0,0,33,0
Te Awanga,"Te Awanga Community Centre, 9 Wellwood Terrace",27,7,0,34,0,133,1,77,3,7,1,0,0,0,0,4,0,294,3
Tikokino,"Tikokino School, 43 Owen Street",19,4,0,2,0,53,0,56,3,6,0,0,0,2,0,0,0,145,1
Twyford,"Twyford/Raupare Memorial Hall, Thompson Road (next to Twyford School)",14,5,1,5,0,76,0,116,6,3,0,0,0,0,0,0,0,226,0
Waimarama,"Waimarama School, 27 Taupunga Road",15,1,0,1,0,59,2,45,0,1,0,0,0,0,0,3,0,127,1
Waipawa,"Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",4,0,1,5,0,20,0,21,3,0,0,0,0,0,0,0,0,54,0
,"Waipawa School Technology Block, 6 Harker Street",5,2,0,1,0,5,0,10,0,2,0,0,0,0,0,0,0,25,0
Waipukurau,"Central Hawkes Bay College Library, 45 Tavistock Road",2,0,0,0,0,7,0,7,2,1,0,0,0,0,0,0,0,19,0
,"The Terrace School Staffroom, 164 Porangahau Road",5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0
,"Waipukurau School Hall, St Marys Road",5,0,0,0,0,18,0,26,0,0,0,0,0,0,0,0,0,49,1
Waiwhare,"Waiwhare Community Centre, 27 River Road",22,1,0,1,0,4,0,26,2,2,0,0,0,0,0,1,0,59,0

,Overseas Special Votes Including Defence Force - Tukituki,40,19,4,119,0,396,2,129,16,6,3,0,0,0,0,17,0,751,5
,Overseas Votes Allowed for Party Only - Tukituki,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
,Special Votes BEFORE Polling Day - Tukituki,205,32,31,209,1,1567,9,718,56,56,3,4,0,1,1,52,3,2948,25
,Special Votes ON Polling Day - Tukituki,150,28,34,107,0,998,14,426,36,39,3,8,0,2,1,35,2,1883,25
,Votes Allowed for Party Only - Tukituki,16,4,9,12,0,198,4,34,7,8,0,1,0,0,0,7,2,302,8
,Voting places where less than 6 votes were taken,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,0

,Tukituki Total,3745,396,204,2273,5,20300,162,12524,902,869,33,104,20,25,5,454,19,42040,309

,Valid Party Votes plus Informal Party Votes,,42349

Electorate Party Valid Votes,,,Labour Party - 48.29%
ACT New Zealand,3745,8.91
Advance NZ,396,0.94
Aotearoa Legalise Cannabis Party,204,0.49
Green Party,2273,5.41
HeartlandNZ,5,0.01
Labour Party,20300,48.29
Māori Party,162,0.39
National Party,12524,29.79
New Conservative,902,2.15
New Zealand First Party,869,2.07
NZ Outdoors Party,33,0.08
ONE Party,104,0.25
Social Credit,20,0.05
Sustainable New Zealand Party,25,0.06
TEA Party,5,0.01
The Opportunities Party (TOP),454,1.08
Vision New Zealand,19,0.05
