Party and Electorate Candidate Votes Recorded at each Voting Place
Ikaroa-Rāwhiti 67,Party Vote Details
,,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Advance Voting Places
East Coast
Pahiatua,"Pahiatua School Hall, Corner Albert Street & Mangahao Road",1,0,1,1,0,9,1,4,0,1,0,0,0,0,0,0,0,18,0
Pirinoa,"Pirinoa School, 2782 Lake Ferry Road",0,0,0,1,0,3,2,2,0,0,0,2,0,0,0,0,0,10,0
Pōrangahau,"Pōrangahau School Senior Classroom, 58 Keppel Street",2,2,0,0,0,18,5,2,0,5,0,0,0,0,0,0,0,34,1
Takapau,"Takapau School Hall, Nancy Street",0,2,1,2,0,25,2,0,0,1,0,0,0,0,0,0,0,33,1
Tīnui,"Tinui School Library, 25 Charles Street",1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,7,0
Waipawa,"Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",0,1,0,1,0,8,1,1,0,2,0,0,0,0,0,0,0,14,0
,"Waipawa School Technology Block, 6 Harker Street",1,0,0,2,0,12,1,1,0,2,0,0,0,0,0,1,0,20,0
Waipukurau,"Central Hawkes Bay College Library, 45 Tavistock Road",2,0,0,0,0,20,1,4,0,1,0,0,0,0,0,0,0,28,0
,"The Terrace School Staffroom, 164 Porangahau Road",0,0,2,0,0,21,0,0,0,1,0,0,0,0,0,1,0,25,0
,"Waipukurau School Hall, St Marys Road",1,0,0,0,0,15,4,1,0,0,1,0,0,0,0,0,0,22,0
Woodville,"Woodville School Hall, Ross Street",0,0,1,2,0,27,2,1,0,2,1,0,0,0,0,0,0,36,0

,Overseas Special Votes Including Defence Force - Ikaroa-Rāwhiti,3,32,5,44,0,201,45,5,1,7,0,3,0,0,0,4,8,358,0
,Overseas Votes Allowed for Party Only - Ikaroa-Rāwhiti,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
,Special Votes BEFORE Polling Day - Ikaroa-Rāwhiti,21,74,111,192,0,1883,411,49,4,94,3,15,1,0,2,22,23,2905,85
,Special Votes ON Polling Day - Ikaroa-Rāwhiti,22,58,85,127,0,1200,250,60,7,64,4,10,0,0,0,14,22,1923,45
,Votes Allowed for Party Only - Ikaroa-Rāwhiti,5,13,24,27,0,320,63,11,4,14,1,4,0,0,1,2,4,493,18
,Postal Votes Received,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Voting places where less than 6 votes were taken,6,1,4,13,0,89,16,21,1,7,0,0,0,0,1,3,0,162,0

,Ikaroa-Rāwhiti Total,223,638,486,1647,0,17111,3089,593,96,956,44,164,3,6,6,189,161,25412,472

,Valid Party Votes plus Informal Party Votes,,25884

Electorate Party Valid Votes,,,Labour Party - 67.33%
ACT New Zealand,223,0.88
Advance NZ,638,2.51
Aotearoa Legalise Cannabis Party,486,1.91
Green Party,1647,6.48
HeartlandNZ,0,0.00
Labour Party,17111,67.33
Māori Party,3089,12.16
National Party,593,2.33
New Conservative,96,0.38
New Zealand First Party,956,3.76
NZ Outdoors Party,44,0.17
ONE Party,164,0.65
Social Credit,3,0.01
Sustainable New Zealand Party,6,0.02
TEA Party,6,0.02
The Opportunities Party (TOP),189,0.74
Vision New Zealand,161,0.63
