Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Papakura 38,Beachlands,"Pohutukawa Coast Shopping Centre, 129 Beachlands Road",376,14,5,151,0,1185,4,1384,34,61,2,6,0,1,0,39,0,3262,12
Papakura 38,Bombay,"Bombay School, 35 Paparata Road",55,0,1,15,1,96,1,135,2,9,3,0,0,0,0,0,0,318,1
Papakura 38,Botany,"Botany Library, Level 1, Sunset Terrace",9,3,0,2,0,63,0,64,2,3,0,0,0,0,1,1,0,148,0
Papakura 38,Burswood,"China Town, 262 Ti Rakau Drive",7,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,33,0
Papakura 38,Clevedon,"Clevedon Hall, 1 Papakura-Clevedon Road",228,12,2,77,1,505,0,708,18,32,0,1,1,1,1,24,2,1613,5
Papakura 38,Clover Park,"Tupu Youth Library, 102 Dawson Road",0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,12,0
Papakura 38,Drury,"Drury School Hall, Young Crescent",39,0,1,12,1,91,0,138,7,4,0,0,0,0,0,1,0,294,1
Papakura 38,East Tāmaki,"Tongan Methodist Church, 3 Ormiston Road",2,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,16,0
Papakura 38,,"Ormiston Senior College, Main Entrance Foyer, 275 Ormiston Road",0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0
Papakura 38,Highland Park,"Masonic Centre, 3 Highland Park Drive",2,0,0,1,0,5,0,6,0,1,0,0,0,0,0,0,0,15,0
Papakura 38,Howick,"Howick Library Fencible Room, 25 Uxbridge Road",4,0,1,3,0,26,1,32,0,1,0,0,0,0,0,2,0,70,1
Papakura 38,Manurewa East,"Alfriston College, KTK Foyer, Alfriston Road entrance",0,0,1,2,0,12,0,3,1,0,0,0,0,2,0,3,0,24,0
Papakura 38,Maraetai,"Maraetai Beach School, 154 Maraetai Drive",17,1,0,10,0,81,2,71,5,3,0,0,0,0,0,1,0,191,2
Papakura 38,Papakura,"Accent Point Building, Level 3, Library Foyer, 28 East Street",318,25,12,210,1,2818,23,1540,85,171,2,12,1,4,8,29,22,5281,46
Papakura 38,,"Cosgrove School Hall, 10 Cosgrave Road",7,0,2,5,0,139,0,66,2,5,0,0,0,1,0,0,1,228,1
Papakura 38,,"Harvest Christian Church, 3 Beach Road",91,6,2,45,2,608,3,462,42,29,2,4,2,0,0,14,4,1316,8
Papakura 38,,"Kelvin Road School Hall, 74 Kelvin Road",3,1,2,3,0,87,0,24,6,3,0,0,0,0,0,0,1,130,3
Papakura 38,,"NZ Bloodstock Centre, 10 Hinau Road",250,9,4,49,2,707,1,1184,16,44,4,0,0,0,2,16,1,2289,7
Papakura 38,,"Opaheke School Hall, 12a Tasman Drive",20,0,0,12,0,113,0,63,0,3,0,0,0,0,0,1,0,212,0
Papakura 38,,"Papakura Central School Auditorium, 23 Ray Small Drive",4,2,0,5,0,74,0,68,2,1,0,0,0,0,0,2,0,158,1
Papakura 38,,"Papakura High School Hall, 11 Willis Road",5,1,1,6,0,84,0,39,3,10,0,2,0,0,0,0,2,153,2
Papakura 38,,"Papakura Normal School Hall, 49 Walters Road (Walters Road entrance)",13,0,1,6,0,113,1,63,4,4,0,0,0,0,0,3,1,209,1
Papakura 38,,"Red Hill Community Centre, 163 Dominion Road (corner Croskery Road)",91,9,5,57,1,622,6,353,24,52,1,3,0,0,0,7,4,1235,6
Papakura 38,,"Rosehill School, 48-52 Rosehill Drive",7,1,1,7,0,62,1,27,3,1,0,0,0,0,0,0,0,110,0
Papakura 38,,"South Auckland Car Club, Wellington Park, 1 Great South Road",129,12,2,44,0,597,1,405,21,47,0,2,0,0,2,11,2,1275,9
Papakura 38,Pukekohe,"Auckland Council Mayoral Chambers, 82 Manukau Rd",30,2,0,8,0,87,0,156,5,2,0,0,0,0,0,1,0,291,4
Papakura 38,,"Old Post Office Building, 7 Hall St",24,0,1,3,1,48,2,87,3,7,0,0,0,0,0,0,0,176,0
Papakura 38,Takanini,"Gateway Shopping Centre, Shop C1, Corner Great South Road & Manuroa Road",29,2,0,21,0,212,0,178,4,15,1,0,0,0,1,3,2,468,3
Papakura 38,,"Takanini Hall, 8 Takanini Road",19,0,2,5,0,141,3,104,2,7,0,0,0,0,1,0,1,285,2
Papakura 38,Whitford,"Whitford Hall, 1 Whitford-Maraetai Road",158,6,0,48,1,299,0,608,15,23,1,1,0,0,0,7,0,1167,2
Papakura 38,Alfriston,"Alfriston Hall, Corner Mill Road & Alfriston Road",8,3,1,5,0,43,1,46,1,6,0,0,0,0,1,0,1,116,1
Papakura 38,Ararimu,"Ararimu Hall, Corner Steel & Ararimu Roads",48,0,1,9,1,86,0,210,8,11,2,0,0,0,0,3,0,379,0
Papakura 38,Ardmore,"Ardmore School Hall, 559 Papakura-Clevedon Road",26,0,0,8,0,61,0,98,1,10,0,0,0,0,0,3,0,207,0
Papakura 38,Beachlands,"Pohutukawa Coast Shopping Centre, 129 Beachlands Road",94,5,1,31,0,292,1,403,15,29,0,0,0,2,0,8,1,882,2
Papakura 38,Bombay,"Bombay School, 35 Paparata Road",72,2,2,5,3,121,0,252,8,12,1,0,0,0,0,4,2,484,1
Papakura 38,Brookby,"Brookby School, Corner Brookby & West Roads",16,0,0,10,0,13,0,61,1,7,0,0,0,0,0,1,0,109,0
Papakura 38,Clevedon,"Clevedon Hall, 1 Papakura-Clevedon Road",49,3,1,17,0,115,0,230,6,11,0,0,1,0,0,7,4,444,2
Papakura 38,Drury,"Drury School Hall, Young Crescent",68,10,5,28,0,173,1,292,20,35,1,0,0,0,1,5,0,639,3
Papakura 38,,"Ormiston Senior College, Main Entrance Foyer, 275 Ormiston Road",1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0
Papakura 38,Hunua,"Hunua Hall, 2314 Hunua Road",56,1,1,17,1,94,0,152,5,11,2,0,0,0,0,3,0,343,0
Papakura 38,Karaka,"Karaka School Hall, 12 Blackbridge Road",28,2,0,5,0,30,1,114,11,6,0,0,0,0,0,0,0,197,0
Papakura 38,,"Te Hihi School Hall, 767 Linwood Road (corner Batty Road)",44,1,0,9,0,78,0,231,2,13,1,0,0,0,1,3,0,383,0
Papakura 38,Kawakawa Bay,"Kawakawa Bay Public Hall, 9 Kawakawa-Orere Road",20,1,0,7,1,61,0,65,3,11,0,0,0,0,0,1,0,170,1
Papakura 38,Manurewa East,"Alfriston College, KTK Foyer, Alfriston Road entrance",0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,16,0
Papakura 38,Maraetai,"Maraetai Beach School, 154 Maraetai Drive",60,0,0,23,0,107,0,168,8,17,0,0,0,0,0,2,0,385,3
Papakura 38,Orere Point,"Orere Point Hall, 289 Orere Point Road",5,1,0,8,0,55,0,26,1,5,0,0,0,0,0,1,0,102,0
Papakura 38,Papakura,"Accent Point Building, Level 3, Library Foyer, 28 East Street",27,7,2,13,0,223,3,134,7,33,1,2,0,1,1,1,0,455,5
Papakura 38,,"Cosgrove School Hall, 10 Cosgrave Road",31,3,3,8,0,266,3,126,16,17,0,1,0,0,1,1,0,476,3
Papakura 38,,"Harvest Christian Church, 3 Beach Road",10,2,1,8,0,114,2,92,10,7,0,1,0,1,0,3,0,251,2
Papakura 38,,"Kelvin Road School Hall, 74 Kelvin Road",12,6,1,7,0,111,1,30,2,6,0,0,0,0,0,2,0,178,1
Papakura 38,,"Ngā Puāwai O Wikitoria Te Kohānga Reo, 32 Old Wairoa Road",11,0,0,7,0,84,1,29,4,6,0,0,0,0,0,2,1,145,0
Papakura 38,,"NZ Bloodstock Centre, 10 Hinau Road",48,3,1,7,1,207,1,312,7,11,0,0,1,0,0,5,2,606,1
Papakura 38,,"Opaheke School Hall, 12a Tasman Drive",43,1,0,20,0,180,0,151,12,8,1,3,0,0,1,5,4,429,2
Papakura 38,,"Papakura Anglican Church Hall, 40 Coles Crescent",9,0,2,8,0,57,0,57,5,3,0,1,0,0,0,0,0,142,2
Papakura 38,,"Papakura Bridge Club, 13 Opaheke Road",8,0,1,6,0,60,1,22,1,6,1,0,0,0,0,1,1,108,0
Papakura 38,,"Papakura Central School Auditorium, 23 Ray Small Drive",42,0,3,22,0,154,1,145,8,9,0,1,0,1,1,1,0,388,3
Papakura 38,,"Papakura High School Hall, 11 Willis Road",11,8,0,14,0,196,3,91,8,13,0,0,0,0,1,3,0,348,2
