Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Ōhāriu 33,Non-place,Mana Mobile Team,5,0,0,1,0,9,0,7,0,1,0,0,0,0,0,1,0,24,0
Ōhāriu 33,Churton Park,"Churton Park School, 90 Churton Drive",43,1,0,41,0,228,0,118,2,9,0,2,0,0,0,10,0,454,4
Ōhāriu 33,Crofton Downs,"Crofton Downs Primary School, Chartwell Drive",10,0,1,42,0,86,0,40,1,3,0,0,0,0,0,4,0,187,0
Ōhāriu 33,Hutt Central,"St James Anglican Church Hall, 71 Woburn Road",2,0,0,2,0,7,0,3,0,0,0,0,0,0,0,0,0,14,0
Ōhāriu 33,Johnsonville,"Johnsonville School, 8 Morgan Street",10,1,0,20,0,73,0,23,0,1,0,0,0,0,0,7,0,135,0
Ōhāriu 33,,"Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road",410,28,7,703,0,4204,28,1700,70,164,3,24,2,1,4,144,2,7494,41
Ōhāriu 33,,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",189,9,5,305,0,1648,10,797,28,63,0,14,0,0,0,73,3,3144,19
Ōhāriu 33,,"Onslow College, Burma Road",13,0,0,29,0,96,0,36,0,3,0,0,0,0,0,16,0,193,1
Ōhāriu 33,,"West Park School, 97 Broderick Road",10,0,0,16,0,55,0,22,0,3,0,0,0,0,1,7,0,114,2
Ōhāriu 33,Karori,"Karori Community Centre, Youth Centre Room, 7 Beauchamp Street",5,1,0,23,0,41,1,16,1,3,0,2,0,0,0,2,0,95,0
Ōhāriu 33,Kelburn,"Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade",15,1,0,133,0,132,3,26,0,3,0,1,0,0,0,12,0,326,0
Ōhāriu 33,Khandallah,"Cashmere Avenue School, 110 Cashmere Avenue",25,0,0,57,0,145,1,99,4,5,0,1,0,0,0,8,0,345,1
Ōhāriu 33,,"Khandallah Bowling Club, 24 Woodmancote Road",170,3,0,277,0,852,1,518,5,29,0,6,0,1,0,32,0,1894,7
Ōhāriu 33,,"Khandallah Presbyterian Church, 33 Ganges Road",25,0,0,41,0,120,2,73,1,3,0,2,0,1,0,8,0,276,1
Ōhāriu 33,,"Khandallah School (Kauri Block), 20 Clark Street",15,0,0,39,0,90,0,45,0,4,0,0,0,0,0,10,0,203,0
Ōhāriu 33,Kilbirnie,"ASB Sports Centre, 72 Kemp Street",1,0,0,6,0,17,0,1,0,0,0,0,0,0,0,1,0,26,0
Ōhāriu 33,,"Kilbirnie/Lyall Bay Community Centre, 56-58 Bay Road",2,0,0,1,0,13,0,7,1,1,0,0,0,0,0,3,0,28,0
Ōhāriu 33,Linden,"Linden Social Centre, 10 Linden Avenue",1,0,0,1,0,8,0,5,0,0,0,0,0,0,0,0,0,15,0
Ōhāriu 33,Lower Hutt,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",10,0,0,22,0,99,0,71,2,3,0,1,0,0,0,4,0,212,1
Ōhāriu 33,Mt Cook,"Massey University, Flax and Fern Room, Block 9, Wallace Street",4,0,0,28,0,36,0,9,0,1,0,0,0,0,0,3,0,81,0
Ōhāriu 33,Mt Victoria,"Clyde Quay School, 27 Elizabeth Street",0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0
Ōhāriu 33,Newlands,"Bellevue School, 12 Bancroft Terrace",6,0,0,18,0,82,0,31,0,2,0,0,0,1,0,2,0,142,0
Ōhāriu 33,,"Newlands Community Centre, 9 Batchelor Street",98,7,7,219,0,1402,5,387,18,62,1,8,1,1,1,49,3,2269,22
Ōhāriu 33,,"Newlands School, 200 Newlands Road",9,0,0,22,0,73,0,13,2,1,0,1,0,0,0,0,0,121,0
Ōhāriu 33,,"Rewa Rewa School, 18 Padnell Crescent",6,0,0,21,0,49,1,15,1,2,0,0,0,0,0,4,0,99,0
Ōhāriu 33,Newtown,"Newtown School Hall, Corner Riddiford & Mein Streets",0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,1,0,11,0
Ōhāriu 33,,"Pop Up Voting Place, 199 Riddiford Street, next to New World",5,0,1,19,0,31,0,17,0,0,0,0,0,0,0,3,0,76,0
Ōhāriu 33,Ngaio,"Ngaio School, 45 Abbott Street",9,1,0,49,0,86,2,24,0,0,0,0,0,0,0,11,0,182,0
Ōhāriu 33,,"Ngaio Town Hall, 1 Ottawa Road",59,0,0,218,0,434,1,132,0,8,1,1,0,0,0,17,0,871,1
Ōhāriu 33,Paparangi,"Paparangi School, 59 Beazley Avenue",10,2,0,12,0,86,2,19,0,0,0,0,1,0,0,2,0,134,0
Ōhāriu 33,,"Petone Library and Heritage Centre, 7 Britannia Street",7,0,0,9,0,23,1,22,0,1,0,0,0,0,0,1,0,64,1
Ōhāriu 33,,"Petone Working Men's Club, 47 Udy Street",0,0,1,5,0,9,0,4,0,0,0,0,0,0,0,1,0,20,0
Ōhāriu 33,Porirua,"North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road",25,2,0,57,1,328,5,129,8,10,1,6,0,0,0,12,0,584,4
Ōhāriu 33,,"Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street",1,0,0,7,0,14,0,5,0,1,0,0,0,0,0,1,0,29,0
Ōhāriu 33,Tawa,"Redwood School, 71a Redwood Avenue",13,0,0,33,0,105,0,44,3,0,0,4,0,0,0,3,0,205,1
Ōhāriu 33,,"Tawa Community Centre, 5 Cambridge Street",176,10,3,347,0,1619,8,661,37,74,1,17,0,4,0,75,1,3033,18
Ōhāriu 33,,"Tawa School, 6a Oxford Street",24,1,2,31,0,156,0,60,1,6,2,0,0,0,0,6,0,289,2
Ōhāriu 33,Thorndon,"Thorndon School Hall, 26 Murphy Street",1,0,0,12,0,21,0,12,0,0,0,0,0,0,0,3,0,49,0
Ōhāriu 33,Wadestown,"Wadestown School, 2-6 Rose Street (access by steep walking path only)",23,0,0,99,0,117,1,42,4,3,0,0,1,0,0,11,0,301,0
Ōhāriu 33,Wellington City,"Asteron Centre Foyer, 55 Featherston Street",90,3,1,238,0,645,2,270,9,15,0,1,1,0,0,36,0,1311,2
Ōhāriu 33,,"Kahungunu Whānau Services, Level 5, 35 Victoria Street",14,0,0,30,0,89,0,38,1,1,0,0,0,1,0,6,0,180,1
Ōhāriu 33,,"Pop Up Voting Place, 73 Manners Street",25,0,0,120,0,190,2,79,2,6,0,1,0,0,2,15,0,442,0
Ōhāriu 33,,"Pop Up Voting Place, Dukes Arcade, 105 Willis Street",36,0,1,119,0,266,0,154,3,5,0,1,0,0,0,24,1,610,5
Ōhāriu 33,,"Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay",50,2,0,152,0,336,5,127,6,9,0,0,0,0,1,30,0,718,2
Ōhāriu 33,,"Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay",21,0,0,44,0,117,0,52,1,2,0,2,0,0,0,7,0,246,1
Ōhāriu 33,Wilton,"Otari School Hall, 166 Wilton Road",2,0,0,19,0,35,0,9,0,1,0,0,0,0,0,0,0,66,0
Ōhāriu 33,Non-place,Rest Homes Team - Taken in Ōhāriu,0,0,0,5,0,23,0,6,1,0,0,0,0,0,0,0,0,35,3
Ōhāriu 33,Churton Park,"Amesbury School, 48 Amesbury Drive",36,2,0,25,0,193,0,211,6,8,0,0,0,0,0,5,0,486,2
Ōhāriu 33,,"Churton Park School, 90 Churton Drive",26,1,0,41,0,171,1,138,4,16,0,2,0,0,0,7,0,407,0
Ōhāriu 33,Crofton Downs,"Crofton Downs Primary School, Chartwell Drive",16,0,0,39,0,97,0,47,4,7,0,0,1,0,0,8,0,219,1
Ōhāriu 33,,"Ngaio Playcentre, 50 Silverstream Road",15,0,0,30,0,87,0,34,0,2,0,0,0,0,0,8,0,176,1
Ōhāriu 33,Grenada North,"Baptist Bible Church, 20 Cashew Street",4,0,0,2,0,18,0,10,3,2,0,0,0,0,0,2,0,41,0
Ōhāriu 33,Grenada Village,"Grenada Village Community Hall, 4 Mandeville Crescent",11,2,0,12,0,111,0,48,7,1,0,0,0,0,0,5,0,197,0
Ōhāriu 33,Johnsonville,"Broderick Road Chapel, 17 Broderick Road",2,0,0,14,0,28,0,22,6,2,0,1,0,0,0,4,0,79,0
Ōhāriu 33,,"Johnsonville School, 8 Morgan Street",14,0,0,29,0,98,1,66,4,8,0,2,0,0,0,5,0,227,0
Ōhāriu 33,,"Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road",46,2,1,82,0,386,5,184,12,15,0,6,0,0,0,20,2,761,3
Ōhāriu 33,,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",16,6,1,29,0,164,2,92,5,11,1,0,0,0,0,7,0,334,2
Ōhāriu 33,,"Onslow College, Burma Road",30,0,0,57,0,115,2,83,0,7,0,1,0,0,0,22,1,318,3
Ōhāriu 33,,"West Park School, 97 Broderick Road",11,0,1,19,0,96,1,43,5,4,0,0,0,0,0,9,0,189,1
Ōhāriu 33,Kelburn,"Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade",0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,1,0,9,0
Ōhāriu 33,Khandallah,"Cashmere Avenue School, 110 Cashmere Avenue",20,2,1,48,0,204,1,134,0,9,0,2,0,0,0,15,0,436,0
Ōhāriu 33,,"Khandallah Plunket Rooms, 8a Ganges Road",10,1,0,18,0,82,0,46,2,2,0,1,0,0,0,6,0,168,0
Ōhāriu 33,,"Khandallah Presbyterian Church, 33 Ganges Road",49,1,1,74,0,228,4,200,3,7,0,2,0,0,2,15,0,586,1
Ōhāriu 33,,"Khandallah School (Kauri Block), 20 Clark Street",16,0,0,29,0,93,0,54,0,2,0,1,0,0,0,12,0,207,0
Ōhāriu 33,,"Onslow Community Church, 4 Ngatoto Street",11,0,1,30,0,88,0,57,7,7,0,1,0,0,0,13,0,215,1
Ōhāriu 33,Kilbirnie,"ASB Sports Centre, 72 Kemp Street",1,0,1,1,0,8,0,2,0,0,0,0,0,0,0,2,0,15,0
Ōhāriu 33,,"Wellington Islamic Centre, 7-11 Queens Drive",0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0
Ōhāriu 33,Linden,"Linden Social Centre, 10 Linden Avenue",3,1,1,11,0,37,0,27,0,2,0,0,0,1,0,1,0,84,1
Ōhāriu 33,Lower Hutt,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",2,2,1,2,0,8,0,7,0,0,0,0,0,0,0,0,0,22,1
Ōhāriu 33,Miramar,"Miramar and Maupuia Community Centre, 27 Chelsea Street",1,0,0,8,0,14,0,8,1,0,0,0,0,0,0,1,0,33,0
Ōhāriu 33,Newlands,"Bellevue School, 12 Bancroft Terrace",15,0,0,29,0,191,1,68,1,7,0,1,0,0,0,10,0,323,1
Ōhāriu 33,,"Newlands School, 200 Newlands Road",30,1,0,37,0,179,0,88,9,9,0,1,0,0,0,18,0,372,1
Ōhāriu 33,,"Ngā Hau e Whā o Paparārangi, 30 Ladbrooke Drive",8,0,0,21,0,57,0,22,0,6,0,0,0,0,0,1,0,115,0
Ōhāriu 33,,"Rewa Rewa School, 18 Padnell Crescent",27,2,2,16,0,138,0,63,5,7,0,0,0,0,0,10,0,270,0
Ōhāriu 33,,"Newtown School Hall, Corner Riddiford & Mein Streets",0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0
Ōhāriu 33,,"Pop Up Voting Place, 199 Riddiford Street, next to New World",0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0
