Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Tāmaki Makaurau 68,Auckland City,"159 Nelson Street, Corner Nelson & Union Streets",1,0,0,3,0,3,3,0,0,1,0,0,0,0,0,1,0,12,0
Tāmaki Makaurau 68,,"Aotea Centre, Limelight Rooms, 50 Mayoral Drive, Auckland CBD",2,1,1,44,0,48,10,4,0,0,0,0,0,0,0,1,2,113,1
Tāmaki Makaurau 68,,"ASB Waterfront Theatre, 138 Halsey Street",0,0,1,1,0,12,1,1,0,0,0,0,0,0,0,1,0,17,2
Tāmaki Makaurau 68,,"Level 3 Atrium on Elliot, Elliot Street",0,0,2,15,0,47,10,3,0,2,0,0,0,0,0,2,0,81,2
Tāmaki Makaurau 68,,"Liston Hall, 30-32 Hobson Street",0,0,0,7,0,28,2,6,0,3,0,0,0,0,0,0,0,46,0
Tāmaki Makaurau 68,,"Pioneer Women's Hall, Ellen Melville Centre, 2 Freyberg Place",3,0,1,24,0,32,9,4,0,2,0,0,0,0,0,3,0,78,1
Tāmaki Makaurau 68,Freemans Bay,"Freemans Bay Primary School, 95 Wellington Street",0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,8,1
Tāmaki Makaurau 68,Grafton,"St David's Presbyterian Church Hall, 70 Khyber Pass Road",2,0,0,17,0,15,0,2,0,1,0,0,0,0,0,2,0,39,1
Tāmaki Makaurau 68,Herne Bay,"Bayfield School, 2 Clifton Road",0,0,0,2,0,12,3,2,0,0,0,0,0,0,0,0,0,19,0
Tāmaki Makaurau 68,Ponsonby,"All Saints Anglican Church, 284 Ponsonby Road",5,1,0,28,0,58,5,7,0,3,0,0,0,0,0,2,0,109,0
Tāmaki Makaurau 68,Waiheke Island,"Waiheke High School, 11 Donald Bruce Road",0,2,0,3,0,9,0,0,0,1,0,0,0,0,0,0,0,15,0
Tāmaki Makaurau 68,,"Waiheke Library, 131 Ocean View Road",1,4,1,30,0,87,11,2,0,5,0,0,0,0,0,3,0,144,3
Tāmaki Makaurau 68,Botany,"Botany Library, Level 1, Sunset Terrace",2,5,0,11,0,71,8,8,1,9,0,0,0,0,0,2,2,119,0
Tāmaki Makaurau 68,,"Eastview Baptist Church & Community Centre, 559 Chapel Road",0,0,0,3,0,23,2,4,1,2,0,0,0,0,0,0,0,35,0
Tāmaki Makaurau 68,,"Botany Downs Secondary College, 575 Chapel Road",0,0,0,0,0,10,3,1,0,0,0,0,0,0,0,0,0,14,0
Tāmaki Makaurau 68,Burswood,"China Town, 262 Ti Rakau Drive",1,0,1,6,0,15,2,0,0,2,0,0,0,0,0,0,1,28,0
Tāmaki Makaurau 68,Chapel Downs,"Chapel Downs Primary School, 170 Dawson Road",0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,1,0,16,0
Tāmaki Makaurau 68,Clover Park,"Tupu Youth Library, 102 Dawson Road",0,16,2,12,0,235,37,4,2,8,0,0,0,0,0,1,5,322,6
Tāmaki Makaurau 68,East Tāmaki,"Tongan Methodist Church, 3 Ormiston Road",1,2,1,0,0,50,0,2,1,4,0,0,0,0,0,1,1,63,0
Tāmaki Makaurau 68,Flat Bush,"Dawson Primary School, 15 Haumia Way",0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0
Tāmaki Makaurau 68,,"Kia Aroha College, 51 Othello Drive",0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,11,0
Tāmaki Makaurau 68,Meadowlands,"Auckland Fijian Methodist Church, 128 Whitford Road",0,1,0,2,0,13,1,2,0,4,0,0,0,0,0,1,0,24,0
Tāmaki Makaurau 68,Somerville,"Somerville Intermediate School, 39 Somerville Road",0,0,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,9,0
