Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Wellington Central 60,Non-place,Mana Mobile Team,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,7,0
Wellington Central 60,Aro Valley,"Aro Valley Community Centre, 48 Aro Street",42,3,3,585,0,452,7,70,0,4,2,3,0,1,1,46,0,1219,3
Wellington Central 60,Brooklyn,"St Matthew's Church Hall, 96 Washington Avenue",71,3,3,397,0,670,6,191,13,23,1,1,1,0,0,36,0,1416,10
Wellington Central 60,Eastbourne,"Eastbourne Library, 38 Rimu Street",1,0,0,3,0,5,1,6,0,0,0,0,0,0,0,2,0,18,0
Wellington Central 60,Hataitai,"Hataitai Community House, 112 Waipapa Road",3,0,0,14,0,15,0,11,0,0,0,0,0,0,0,2,0,45,0
Wellington Central 60,,"Hataitai School Hall, 2 Arawa Road",0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0
Wellington Central 60,Hutt Central,"St James Anglican Church Hall, 71 Woburn Road",1,0,0,7,0,4,0,2,0,0,0,0,0,0,0,1,0,15,0
Wellington Central 60,Island Bay,"Island Bay Presbyterian Church Lounges, 88 The Parade",1,1,0,13,0,20,1,10,0,1,0,0,0,0,0,0,0,47,0
Wellington Central 60,Johnsonville,"Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road",4,0,0,35,0,65,1,44,2,3,0,2,0,0,0,3,0,159,1
Wellington Central 60,,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",3,0,0,17,0,54,0,27,2,3,0,0,0,0,0,4,0,110,0
Wellington Central 60,,"Onslow College, Burma Road",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,0
Wellington Central 60,Karori,"Karori Community Centre, Youth Centre Room, 7 Beauchamp Street",198,13,6,840,0,2141,12,868,28,66,2,6,2,5,1,80,0,4268,17
Wellington Central 60,,"Karori Normal School, 2 Donald Street",28,1,0,88,0,193,4,76,0,1,0,2,0,0,0,9,0,402,2
Wellington Central 60,,"Karori Playcentre, 64 Campbell Street",3,0,0,14,0,46,0,26,1,1,0,2,0,0,0,0,0,93,0
Wellington Central 60,,"Karori West Normal School Hall, 19 Allington Road",21,0,1,78,0,176,2,32,2,0,0,1,0,0,0,7,0,320,6
Wellington Central 60,,"Karori West Scout Hall, 21a Sunshine Avenue",9,0,0,23,0,35,0,12,0,1,0,0,0,0,0,2,0,82,0
