Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
Remutaka 42,Non-place,Mana Mobile Team,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,10,0
Remutaka 42,Non-place,Prisons Team - Taken in Remutaka,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,10,0
Remutaka 42,Avalon,"Avalon Pavilion, Avalon Park, 61 Taita Drive",29,0,0,50,0,402,4,145,7,12,1,11,0,0,0,5,3,669,1
Remutaka 42,,"Naenae College Hall, 910 High Street",6,0,1,19,0,91,0,34,4,3,0,1,0,0,0,4,0,163,1
Remutaka 42,Belmont,"Belmont Hall, 711 Western Hutt Road",9,0,0,16,0,82,2,34,3,3,0,0,0,0,0,2,0,151,1
Remutaka 42,Boulcott,"Boulcott School, 21 Boulcott Street",0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,9,0
Remutaka 42,Eastbourne,"Eastbourne Library, 38 Rimu Street",0,0,0,4,0,8,0,4,0,0,0,0,0,0,0,0,0,16,0
Remutaka 42,Ebdentown,"Oxford Crescent School Hall, 5 Oxford Crescent",12,2,0,16,0,91,0,25,4,5,0,0,0,0,0,4,0,159,2
Remutaka 42,Epuni,"Epuni School Hall, 313 Waiwhetu Road",2,0,0,3,0,32,0,8,0,0,0,0,0,0,0,3,0,48,1
Remutaka 42,Heretaunga,"St Brendan's School Hall, 56 Palmer Crescent",19,0,0,23,0,161,0,85,4,4,0,1,0,0,0,3,0,300,2
Remutaka 42,Hutt Central,"St James Anglican Church Hall, 71 Woburn Road",10,1,2,26,0,151,0,40,2,9,0,1,0,0,0,3,0,245,2
Remutaka 42,Johnsonville,"Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road",4,1,0,5,0,22,0,10,1,1,0,0,0,0,0,0,0,44,0
Remutaka 42,Kelburn,"Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade",1,0,0,34,0,42,1,6,2,0,0,0,0,0,0,8,0,94,1
Remutaka 42,Lower Hutt,"Eastern Hutt School, 83 Kings Crescent",0,2,0,1,0,21,0,3,0,1,0,1,0,0,0,0,0,29,0
Remutaka 42,,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",86,6,9,132,0,1486,9,393,25,34,3,32,0,0,0,30,2,2247,18
Remutaka 42,Mangaroa,"Mangaroa School Hall, 93 Flux Road",15,0,0,10,0,27,0,24,0,2,0,0,0,0,0,0,0,78,0
Remutaka 42,Maoribank,"Maoribank School Hall, 32 Hillside Drive",14,1,0,18,0,122,0,36,0,3,0,3,0,0,0,2,0,199,0
Remutaka 42,Melling,"Hutt City Church, 31B Marsden Street",2,0,1,3,0,19,0,11,4,1,0,0,0,0,0,3,0,44,2
Remutaka 42,Moera,"Randwick School, 59 Randwick Road",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0
Remutaka 42,Mt Cook,"Massey University, Flax and Fern Room, Block 9, Wallace Street",1,0,0,7,0,13,2,3,1,0,0,0,0,0,0,1,0,28,1
Remutaka 42,Naenae,"Naenae Primary School Hall, 18 Wheatley Street",10,0,0,11,0,85,0,19,3,4,1,0,0,0,0,2,0,135,0
Remutaka 42,,"Rata Street School Hall, 73 Rata Street",4,0,1,15,0,116,0,13,0,2,0,0,0,0,0,2,1,154,0
Remutaka 42,,"Treadwell Street Hall, 25 Treadwell Street",41,8,2,103,0,770,5,115,18,30,0,8,1,0,0,14,1,1116,7
Remutaka 42,Parkdale,"Birchville School Hall, 16 Gemstone Drive",18,0,0,13,0,184,0,41,9,7,0,2,0,0,0,3,0,277,2
Remutaka 42,,"Petone Library and Heritage Centre, 7 Britannia Street",8,1,3,18,1,99,3,23,3,1,0,1,0,0,0,5,0,166,1
Remutaka 42,,"Petone Working Men's Club, 47 Udy Street",8,1,0,2,0,58,1,15,1,3,0,0,1,0,0,3,0,93,1
Remutaka 42,,"WelTec, Petone Campus, C Block, Rm C101, 21 Kensington Avenue",2,0,0,3,0,20,0,5,0,0,0,0,0,0,0,1,1,32,0
Remutaka 42,,"Wilford School, 100 William Street",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
Remutaka 42,Pomare,"Pomare School Hall, 4 Partridge Street",1,0,1,5,0,68,0,5,1,1,0,5,0,0,0,0,0,87,5
Remutaka 42,Riverstone,"Garage of private home, 63 Kirton Drive",12,0,0,4,0,57,0,51,1,3,0,0,0,0,0,5,0,133,1
Remutaka 42,Silverstream,"Riding for the Disabled, County Lane",53,3,0,54,0,214,0,122,13,19,2,2,0,0,0,11,0,493,1
Remutaka 42,,"Silverstream School Hall, 27 Whitemans Road",127,0,2,153,0,813,0,361,15,19,2,13,0,1,0,31,1,1538,4
Remutaka 42,Stokes Valley,"Koraunui Marae Hall, 146 Stokes Valley Road",34,4,4,38,0,375,2,115,13,22,0,11,1,0,0,13,1,633,0
Remutaka 42,,"Tawhai School Hall, 69 Glen Road",27,4,0,51,0,335,2,86,7,8,0,8,1,0,1,11,0,541,4
Remutaka 42,,"Tui Glen School Hall, 126 Stokes Valley Road",12,0,1,28,0,258,1,45,2,6,0,4,0,1,0,5,0,363,1
Remutaka 42,Taitā,"Avalon Intermediate School Hall, 1041 High Street",10,0,1,16,0,205,3,55,3,7,0,5,0,0,0,2,0,307,0
Remutaka 42,,"Te Whakaruruhau Marae (Next to netball courts), 188 Eastern Hutt Road",3,0,0,2,0,27,0,2,3,2,0,2,0,0,0,2,1,44,0
Remutaka 42,,"Walter Nash Centre, 26 Taine Street",47,7,1,117,0,1197,10,216,11,46,0,27,1,1,1,33,5,1720,15
Remutaka 42,Te Marua,"Plateau School, 12a Molloys Road",6,0,0,11,0,38,0,12,0,1,0,0,0,0,0,1,0,69,0
Remutaka 42,Totara Park,"Totara Park School Hall, 16 California Drive",20,2,1,25,0,252,1,61,4,5,0,5,0,0,0,10,0,386,0
Remutaka 42,Trentham,"Trentham Race Course (Committee Room, 1st Floor Members Stand), Racecourse Road",45,0,2,27,0,233,0,102,2,18,0,2,0,0,0,10,0,441,0
Remutaka 42,,"Trentham School Staff Room, 2 Moonshine Road",27,2,1,24,0,324,0,75,5,15,0,4,0,1,0,13,0,491,3
Remutaka 42,Upper Hutt,"Fraser Crescent School Hall, 16 Redwood Street",15,0,0,19,0,111,0,57,4,6,0,3,0,0,0,6,0,221,1
Remutaka 42,,"The Mall, former t&t shop, Ground Floor, 185 Main Street",639,45,16,595,0,6174,21,2040,165,290,2,86,7,7,1,156,2,10246,62
Remutaka 42,Wallaceville,"Heretaunga College Hall, 10-38 Ward Street",21,0,0,17,0,189,0,62,3,10,0,5,0,0,0,7,1,315,3
Remutaka 42,Waterloo,"Waterloo School, 26 Hardy Street",1,1,0,1,0,10,0,2,0,1,0,0,0,0,0,0,0,16,0
Remutaka 42,Wellington City,"Asteron Centre Foyer, 55 Featherston Street",29,1,0,65,0,225,0,86,3,7,0,3,0,0,0,20,0,439,1
Remutaka 42,,"Pop Up Voting Place, Dukes Arcade, 105 Willis Street",6,0,0,25,0,47,0,17,1,1,0,0,0,0,0,4,0,101,1
Remutaka 42,,"Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay",8,0,0,23,0,84,1,19,2,4,0,3,0,0,0,4,0,148,1
Remutaka 42,,"Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay",11,0,0,7,0,29,0,2,1,0,0,0,0,0,0,1,0,51,0
Remutaka 42,Non-place,Rest Homes Team - Taken in Remutaka,3,1,0,2,0,169,0,70,3,13,0,6,0,0,0,1,1,269,4
Remutaka 42,Avalon,"Avalon School Hall, 10 Gordon Street",20,2,0,12,0,132,2,80,4,12,0,4,0,0,0,2,0,270,2
Remutaka 42,,"Naenae College Hall, 910 High Street",8,1,0,14,0,78,0,33,2,5,1,2,0,0,0,3,3,150,0
Remutaka 42,Belmont,"Belmont Hall, 711 Western Hutt Road",7,0,1,7,0,54,0,35,0,1,0,0,0,0,0,4,0,109,0
Remutaka 42,Blue Mountains,"Blue Mountains Progressive Association, 4 Avian Crescent",15,1,1,10,0,77,0,38,11,5,1,1,0,0,0,3,0,163,1
Remutaka 42,Brown Owl,"Chanel Family Centre, 1285 Fergusson Drive",32,1,1,15,0,162,0,122,10,17,0,4,0,1,0,4,0,369,3
Remutaka 42,Ebdentown,"Oxford Crescent School Hall, 5 Oxford Crescent",17,2,1,13,0,125,3,35,6,14,1,2,1,1,0,5,0,226,1
Remutaka 42,Epuni,"Congregational Christian Church Hall of Samoa, 37 Mitchell Street",0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,1,16,0
Remutaka 42,,"Dyer Street School, 9 Dyer Street",4,1,0,1,0,30,0,26,0,1,0,1,0,0,0,3,0,67,1
Remutaka 42,,"Epuni School Hall, 313 Waiwhetu Road",4,0,0,3,0,38,0,6,0,2,0,0,0,0,0,4,0,57,4
Remutaka 42,Gracefield,"Gracefield School, 20A Bell Road",0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,6,0
Remutaka 42,Heretaunga,"St Brendan's School Hall, 56 Palmer Crescent",31,2,0,9,0,142,1,92,3,13,0,4,0,0,0,6,0,303,2
Remutaka 42,Hutt Central,"St James Anglican Church Hall, 71 Woburn Road",0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,13,0
Remutaka 42,Lower Hutt,"Eastern Hutt School, 83 Kings Crescent",0,0,0,1,0,9,0,6,0,2,0,0,0,0,0,0,0,18,0
Remutaka 42,,"Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street",3,0,1,10,0,111,0,34,3,7,0,0,0,0,0,2,0,171,0
Remutaka 42,,"St Bernard's College, 183 Waterloo Road",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,0
Remutaka 42,Mangaroa,"Mangaroa School Hall, 93 Flux Road",33,0,0,12,0,67,0,88,6,10,1,3,0,1,0,3,0,224,1
Remutaka 42,Maoribank,"Maoribank School Hall, 32 Hillside Drive",31,7,2,13,0,137,1,32,5,14,1,2,0,0,0,7,0,252,2
Remutaka 42,Melling,"Hutt City Church, 31B Marsden Street",0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,9,0
Remutaka 42,Moera,"Randwick School, 59 Randwick Road",0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,7,0
Remutaka 42,Naenae,"Naenae Bowling Club, 23 Treadwell Street",10,2,1,33,0,171,2,54,3,19,0,7,0,0,0,8,2,312,2
Remutaka 42,,"Naenae Primary School Hall, 18 Wheatley Street",4,4,0,15,0,162,1,42,13,11,0,6,0,0,0,5,0,263,3
Remutaka 42,,"Rata Street School Hall, 73 Rata Street",12,4,1,51,0,231,3,41,3,15,0,8,1,0,0,6,3,379,2
Remutaka 42,Parkdale,"Birchville School Hall, 16 Gemstone Drive",32,1,1,22,0,203,3,81,8,18,1,3,0,0,0,5,1,379,0
Remutaka 42,Petone,"Petone Central School, 16 Britannia Street",3,0,0,3,0,10,0,1,0,0,0,0,0,0,0,0,0,17,0
Remutaka 42,,"Petone Working Men's Club, 47 Udy Street",2,0,0,2,0,8,1,1,0,1,0,2,0,0,0,0,0,17,0
Remutaka 42,Pinehaven,"Pinehaven Community Hall, 5a Forest Road",26,3,1,38,0,159,1,62,6,11,0,3,0,0,0,8,0,318,2
Remutaka 42,Pomare,"Pomare School Hall, 4 Partridge Street",4,0,1,17,0,111,1,21,3,11,1,5,0,0,0,3,2,180,0
Remutaka 42,Riverstone,"Garage of private home, 63 Kirton Drive",26,0,1,6,0,97,1,91,3,5,0,3,0,0,0,3,2,238,0
Remutaka 42,Silverstream,"Riding for the Disabled, County Lane",9,1,0,1,0,28,0,22,4,6,0,0,0,0,0,1,0,72,0
Remutaka 42,,"Silverstream School Hall, 27 Whitemans Road",98,8,1,60,0,364,2,243,21,19,1,3,0,2,0,33,1,856,3
Remutaka 42,,"Zap Hall, 246-248 Fergusson Drive",16,1,1,16,0,102,1,71,7,5,0,1,0,0,0,5,0,226,1
Remutaka 42,Stokes Valley,"Tawhai School Hall, 69 Glen Road",27,3,3,32,0,216,0,78,6,15,0,13,0,0,0,9,0,402,4
Remutaka 42,,"Tui Glen School Hall, 126 Stokes Valley Road",38,10,4,30,0,281,4,110,4,23,1,12,0,2,0,9,0,528,8
Remutaka 42,,"Uniting Parish Church, 346 Stokes Valley Road",29,4,3,31,0,226,2,91,14,25,0,7,0,1,0,11,0,444,2
Remutaka 42,Taitā,"Avalon Intermediate School Hall, 1041 High Street",23,0,0,10,0,138,1,55,4,7,0,3,0,0,0,1,1,243,4
Remutaka 42,,"Walter Nash Centre, 26 Taine Street",6,2,1,17,0,168,0,26,8,11,0,1,0,0,0,7,1,248,1
Remutaka 42,Te Marua,"Plateau School, 12a Molloys Road",25,3,2,17,0,144,2,50,8,29,1,1,0,1,0,5,0,288,2
Remutaka 42,Totara Park,"Totara Park School Hall, 16 California Drive",40,3,0,24,0,253,0,101,6,19,0,6,0,0,0,4,0,456,3
Remutaka 42,Trentham,"Trentham Race Course (Committee Room, 1st Floor Members Stand), Racecourse Road",11,0,0,9,0,58,1,22,3,4,0,0,0,0,0,0,0,108,0
Remutaka 42,,"Trentham School Staff Room, 2 Moonshine Road",45,2,0,25,0,217,0,121,14,24,0,3,0,0,0,9,1,461,1
Remutaka 42,Upper Hutt,"Fraser Crescent School Hall, 16 Redwood Street",27,1,1,17,0,189,3,81,5,18,0,1,1,0,0,5,0,349,0
