Electorate,Address 1, Address 2,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
East Coast 9,Non-place,Rest Homes Team - Taken in East Coast,11,2,1,3,0,132,0,97,6,11,0,0,0,0,0,0,0,263,5
East Coast 9,Edgecumbe,"Edgecumbe War Memorial Hall, 1 Kauri Street",62,14,2,22,0,361,0,266,5,31,1,3,0,0,0,6,0,773,7
East Coast 9,Gisborne,"Gisborne Central School Hall, 7 Central Street",18,1,0,27,0,142,0,54,2,4,0,0,0,0,0,1,0,249,0
East Coast 9,,"Gisborne Hospital, Poutama Room, 421 Ormond Road",19,3,0,10,0,142,0,69,7,7,0,0,0,0,0,3,0,260,2
East Coast 9,,"Gisborne Mobile Team, 79-81 Lowe Street",0,0,0,0,0,12,1,5,0,0,0,0,0,0,0,0,0,18,2
East Coast 9,,"House of Breakthrough, Corner Lytton & Ormond Roads",144,23,5,81,1,801,6,681,28,48,1,6,0,1,0,16,0,1842,15
East Coast 9,,"Kaiti Hub, 498-508 Wainui Road",68,48,7,118,1,1114,15,281,6,40,0,10,0,0,1,16,5,1730,18
East Coast 9,,"Lawson Field Theatre, 7 Fitzherbert Street",6,5,0,8,0,42,1,20,0,0,0,1,0,0,0,0,0,83,0
East Coast 9,,"St Mark's Hall, 776 Childers Road",33,8,1,26,0,334,0,110,2,17,1,0,0,0,0,2,0,534,4
East Coast 9,,"Te Tihi o Titirangi Kōhanga Reo, 24 Ranfurly Street",0,0,0,2,0,6,0,0,2,0,0,0,0,0,0,0,0,10,0
East Coast 9,,"Te Whakaruruhau Kōhanga Reo, 170 Tyndall Road",1,1,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,11,1
